################################################################################
#
# DO NOT EDIT THIS FILE MANUALLY!
# ALL CHANGES WILL BE LOST WHEN RECREATED!
#
# The data in this file was generated by sqlplot-tools
# by processing "instructions.plot".
#
################################################################################

################################################################################
# MULTIPLOT(skew) SELECT log(2, n) x, avg(instructions)/(n*log(2,n)) AS y, MULTIPLOT FROM eval GROUP BY n, MULTIPLOT,x ORDER BY MULTIPLOT,x
#
# index 0 skew=0
14.0	36.5389840262277
15.0	26.1906520589193
16.0	20.3638981819153
17.0	18.18848881441
18.0	18.3433260387845
19.0	18.376505279541
20.0	18.6649231338501
21.0	19.0298758124969
22.0	17.9310050845146
23.0	16.6805313685666
24.0	15.5351246183117
25.0	15.4149565552473
26.0	16.343113339635


# index 1 skew=1
14.0	29.5795346214658
15.0	20.4909874810113
16.0	16.2152922948201
17.0	13.9310086568197
18.0	12.7084697794031
19.0	11.9998158572013
20.0	11.5239482229406
21.0	11.1634440762656
22.0	10.9278562192793
23.0	10.6799680687811
24.0	10.4917452577502
25.0	10.3695406595866
26.0	10.1629425829802


# index 2 skew=2
14.0	29.3854014078776
15.0	20.3643439398872
16.0	15.9442811012268
17.0	13.6935134588503
18.0	12.4689611152366
19.0	11.7343058502465
20.0	11.2487186193466
21.0	10.8917226034497
22.0	10.6078502662254
23.0	10.3669906163561
24.0	10.1563441728552
25.0	9.9686042548929
26.0	9.79768376128796


# index 3 skew=3
14.0	29.610848563058
15.0	20.5929833306207
16.0	16.2038127581278
17.0	13.9453399508607
18.0	12.7252210334495
19.0	12.0002631639179
20.0	11.5223341464996
21.0	11.1718644301097
22.0	10.892455969796
23.0	10.6555303430212
24.0	10.4499122040967
25.0	10.2652726922716
26.0	10.0976419110711


# index 4 skew=4
14.0	30.0484437488374
15.0	21.0505906846788
16.0	16.6462178230286
17.0	14.4121878380869
18.0	13.188511495237
19.0	12.4598056391666
20.0	11.9830980380376
21.0	11.6291334061396
22.0	11.3566664276701
23.0	11.1159484818362
24.0	10.9165941526492
25.0	10.7272112957637
26.0	10.5664808379534


# index 5 skew=5
14.0	30.5337081182571
15.0	21.5688781738281
16.0	17.1623735427856
17.0	14.9216782064999
18.0	13.7037109445643
19.0	12.97432156613
20.0	12.4993947903315
21.0	12.1472885154542
22.0	11.8718311407349
23.0	11.6386491535366
24.0	11.4329527144631
25.0	11.2519213489691
26.0	11.0856941928848


# index 6 skew=6
14.0	31.0890459333147
15.0	22.0913448757595
16.0	17.7091415723165
17.0	15.482188280891
18.0	14.2690757822107
19.0	13.5327401579472
20.0	13.046855823199
21.0	12.692240609063
22.0	12.4199062603893
23.0	12.1942923630493
24.0	11.9953596815467
25.0	11.8112950600897
26.0	11.6396388745843


# index 7 skew=7
14.0	31.6824202764602
15.0	22.6421424018012
16.0	18.2939108212789
17.0	16.0349992490282
18.0	14.8142458597819
19.0	14.1027236570392
20.0	13.6097938537598
21.0	13.2733815397535
22.0	12.9883143016786
23.0	12.757558624735
24.0	12.5547823843857
25.0	12.3665184505781
26.0	12.2081893821939


# index 8 skew=8
14.0	32.2344607398623
15.0	23.2385915120443
16.0	18.8760326703389
17.0	16.6170269835229
18.0	15.3951983981662
19.0	14.6685525827241
20.0	14.1937933683395
21.0	13.8445336099655
22.0	13.5613874684681
23.0	13.3299572536911
24.0	13.1274689349035
25.0	12.9395007983843
26.0	12.7746771797538


# index 9 skew=9
14.0	32.8198460170201
15.0	23.7587944878472
16.0	19.3973469734192
17.0	17.1742558946796
18.0	15.9476335666798
19.0	15.2133421981544
20.0	14.7437810103099
21.0	14.3977178202735
22.0	14.1176326292934
23.0	13.8801835896312
24.0	13.6741205031673
25.0	13.4940759511789
26.0	13.3251512774672


# index 10 skew=10
14.0	33.5953303745815
15.0	24.4618574354384
16.0	20.0517182350159
17.0	17.8502061133291
18.0	16.6362344953749
19.0	15.8706554780927
20.0	15.3968858162562
21.0	15.0419606784033
22.0	14.768054987445
23.0	14.5317571318668
24.0	14.3037392279754
25.0	14.1343322928747
26.0	13.9605085744308


# index 11 skew=11
14.0	34.2599131266276
15.0	25.1367082383898
16.0	20.6783806482951
17.0	18.458158380845
18.0	17.2686174887198
19.0	16.5074737615753
20.0	15.9991042455037
21.0	15.651027164762
22.0	15.3816158717329
23.0	15.1318779268127
24.0	14.9159778126826
25.0	14.7296147326628
26.0	14.561360067473


# index 12 skew=12
14.0	34.9286753336589
15.0	25.8661943223741
16.0	21.3059124946594
17.0	19.0515298282399
18.0	17.8949252234565
19.0	17.1674079225774
20.0	16.6287902196248
21.0	16.2523573882996
22.0	15.9870792482838
23.0	15.7563712890597
24.0	15.5296295881271
25.0	15.3280497888724
26.0	15.1588178655276


